Section ID,Block ID,Subject Code,Teacher Name,Room Name,Day,Start Time,End Time,Semester
2,24,GEN_120,Leonardo Cortez,Room 117,Friday,9:00:00,9:30:00,1
2,32,GEN_128,Fr. Antonio Valdez,Room 109,Friday,9:00:00,9:30:00,2
2,25,GEN_121,Michael Cruz,Room 130,Friday,10:00:00,10:30:00,1
2,33,GEN_129,Mark Fernandez,Computer Lab 1,Friday,10:00:00,10:30:00,2
2,26,GEN_122,Daniel Torres,Room 111,Friday,10:30:00,11:00:00,1
2,34,GEN_130,Joseph Garcia,Room 103,Friday,10:30:00,11:00:00,2
2,27,GEN_123,Maria Reyes,Room 113,Friday,11:00:00,11:30:00,1
2,35,GEN_131,Jocelyn Rivera,Room 123,Friday,11:00:00,11:30:00,2
2,28,GEN_124,Patrick Mendoza,Room 117,Friday,11:30:00,12:00:00,1
2,36,GEN_132,Cynthia Lopez,Room 128,Friday,11:30:00,12:00:00,2
2,29,GEN_125,Sister Maria Reyes,Room 122,Friday,13:00:00,13:30:00,1
2,39,ABM_107,Marvin Dela Cruz,Room 123,Friday,13:00:00,13:30:00,2
2,30,GEN_126,Christian Mendoza,Room 118,Friday,13:30:00,14:00:00,1
2,40,ABM_108,Patricia Alvarez,Room 119,Friday,13:30:00,14:00:00,2
2,31,GEN_127,Albert Domingo,Engineering Lab 1,Friday,14:00:00,14:30:00,1
2,37,ABM_105,Ricardo Gonzalez,Room 110,Friday,14:30:00,15:00:00,1
2,38,ABM_106,Beatrice Santos,Room 105,Friday,15:00:00,15:30:00,1
2,24,GEN_120,Leonardo Cortez,Room 117,Monday,9:00:00,9:30:00,1
2,32,GEN_128,Fr. Antonio Valdez,Room 109,Monday,9:00:00,9:30:00,2
2,25,GEN_121,Michael Cruz,Room 130,Monday,10:00:00,10:30:00,1
2,33,GEN_129,Mark Fernandez,Computer Lab 1,Monday,10:00:00,10:30:00,2
2,26,GEN_122,Daniel Torres,Room 111,Monday,10:30:00,11:00:00,1
2,34,GEN_130,Joseph Garcia,Room 103,Monday,10:30:00,11:00:00,2
2,27,GEN_123,Maria Reyes,Room 113,Monday,11:00:00,11:30:00,1
2,35,GEN_131,Jocelyn Rivera,Room 123,Monday,11:00:00,11:30:00,2
2,28,GEN_124,Patrick Mendoza,Room 117,Monday,11:30:00,12:00:00,1
2,36,GEN_132,Cynthia Lopez,Room 128,Monday,11:30:00,12:00:00,2
2,29,GEN_125,Sister Maria Reyes,Room 122,Monday,13:00:00,13:30:00,1
2,39,ABM_107,Marvin Dela Cruz,Room 123,Monday,13:00:00,13:30:00,2
2,30,GEN_126,Christian Mendoza,Room 118,Monday,13:30:00,14:00:00,1
2,40,ABM_108,Patricia Alvarez,Room 119,Monday,13:30:00,14:00:00,2
2,31,GEN_127,Albert Domingo,Engineering Lab 1,Monday,14:00:00,14:30:00,1
2,37,ABM_105,Ricardo Gonzalez,Room 110,Monday,14:30:00,15:00:00,1
2,38,ABM_106,Beatrice Santos,Room 105,Monday,15:00:00,15:30:00,1
2,24,GEN_120,Leonardo Cortez,Room 117,Saturday,9:00:00,9:30:00,1
2,32,GEN_128,Fr. Antonio Valdez,Room 109,Saturday,9:00:00,9:30:00,2
2,25,GEN_121,Michael Cruz,Room 130,Saturday,10:00:00,10:30:00,1
2,33,GEN_129,Mark Fernandez,Computer Lab 1,Saturday,10:00:00,10:30:00,2
2,26,GEN_122,Daniel Torres,Room 111,Saturday,10:30:00,11:00:00,1
2,34,GEN_130,Joseph Garcia,Room 103,Saturday,10:30:00,11:00:00,2
2,27,GEN_123,Maria Reyes,Room 113,Saturday,11:00:00,11:30:00,1
2,35,GEN_131,Jocelyn Rivera,Room 123,Saturday,11:00:00,11:30:00,2
2,28,GEN_124,Patrick Mendoza,Room 117,Saturday,11:30:00,12:00:00,1
2,36,GEN_132,Cynthia Lopez,Room 128,Saturday,11:30:00,12:00:00,2
2,29,GEN_125,Sister Maria Reyes,Room 122,Saturday,13:00:00,13:30:00,1
2,39,ABM_107,Marvin Dela Cruz,Room 123,Saturday,13:00:00,13:30:00,2
2,30,GEN_126,Christian Mendoza,Room 118,Saturday,13:30:00,14:00:00,1
2,40,ABM_108,Patricia Alvarez,Room 119,Saturday,13:30:00,14:00:00,2
2,31,GEN_127,Albert Domingo,Engineering Lab 1,Saturday,14:00:00,14:30:00,1
2,37,ABM_105,Ricardo Gonzalez,Room 110,Saturday,14:30:00,15:00:00,1
2,38,ABM_106,Beatrice Santos,Room 105,Saturday,15:00:00,15:30:00,1
2,24,GEN_120,Leonardo Cortez,Room 117,Thursday,9:00:00,9:30:00,1
2,32,GEN_128,Fr. Antonio Valdez,Room 109,Thursday,9:00:00,9:30:00,2
2,25,GEN_121,Michael Cruz,Room 130,Thursday,10:00:00,10:30:00,1
2,33,GEN_129,Mark Fernandez,Computer Lab 1,Thursday,10:00:00,10:30:00,2
2,26,GEN_122,Daniel Torres,Room 111,Thursday,10:30:00,11:00:00,1
2,34,GEN_130,Joseph Garcia,Room 103,Thursday,10:30:00,11:00:00,2
2,27,GEN_123,Maria Reyes,Room 113,Thursday,11:00:00,11:30:00,1
2,35,GEN_131,Jocelyn Rivera,Room 123,Thursday,11:00:00,11:30:00,2
2,28,GEN_124,Patrick Mendoza,Room 117,Thursday,11:30:00,12:00:00,1
2,36,GEN_132,Cynthia Lopez,Room 128,Thursday,11:30:00,12:00:00,2
2,29,GEN_125,Sister Maria Reyes,Room 122,Thursday,13:00:00,13:30:00,1
2,39,ABM_107,Marvin Dela Cruz,Room 123,Thursday,13:00:00,13:30:00,2
2,30,GEN_126,Christian Mendoza,Room 118,Thursday,13:30:00,14:00:00,1
2,40,ABM_108,Patricia Alvarez,Room 119,Thursday,13:30:00,14:00:00,2
2,31,GEN_127,Albert Domingo,Engineering Lab 1,Thursday,14:00:00,14:30:00,1
2,37,ABM_105,Ricardo Gonzalez,Room 110,Thursday,14:30:00,15:00:00,1
2,38,ABM_106,Beatrice Santos,Room 105,Thursday,15:00:00,15:30:00,1
2,24,GEN_120,Leonardo Cortez,Room 117,Tuesday,9:00:00,9:30:00,1
2,32,GEN_128,Fr. Antonio Valdez,Room 109,Tuesday,9:00:00,9:30:00,2
2,25,GEN_121,Michael Cruz,Room 130,Tuesday,10:00:00,10:30:00,1
2,33,GEN_129,Mark Fernandez,Computer Lab 1,Tuesday,10:00:00,10:30:00,2
2,26,GEN_122,Daniel Torres,Room 111,Tuesday,10:30:00,11:00:00,1
