Section ID,Block ID,Subject Code,Room Name,Day,Start Time,End Time,Semester
3,42,GEN_102,Speech Lab 2,Friday,7:30:00,8:00:00,1
3,42,GEN_102,Speech Lab 2,Monday,7:30:00,8:00:00,1
3,42,GEN_102,Speech Lab 2,Saturday,7:30:00,8:00:00,1
3,42,GEN_102,Speech Lab 2,Thursday,7:30:00,8:00:00,1
3,42,GEN_102,Speech Lab 2,Tuesday,7:30:00,8:00:00,1
3,42,GEN_102,Speech Lab 2,Wednesday,7:30:00,8:00:00,1
5,83,GEN_102,Speech Lab 1,Friday,7:30:00,8:00:00,1
5,83,GEN_102,Speech Lab 1,Monday,7:30:00,8:00:00,1
5,83,GEN_102,Speech Lab 1,Saturday,7:30:00,8:00:00,1
5,83,GEN_102,Speech Lab 1,Thursday,7:30:00,8:00:00,1
5,83,GEN_102,Speech Lab 1,Tuesday,7:30:00,8:00:00,1
5,83,GEN_102,Speech Lab 1,Wednesday,7:30:00,8:00:00,1
