Section ID,Block ID,Subject Code,Room Name,Day,Start Time,End Time,Semester
3,61,HUMSS_102,Room 112,Friday,14:00:00,14:30:00,1
3,61,HUMSS_102,Room 112,Monday,14:00:00,14:30:00,1
3,61,HUMSS_102,Room 112,Saturday,14:00:00,14:30:00,1
3,61,HUMSS_102,Room 112,Thursday,14:00:00,14:30:00,1
3,61,HUMSS_102,Room 112,Tuesday,14:00:00,14:30:00,1
3,61,HUMSS_102,Room 112,Wednesday,14:00:00,14:30:00,1
5,98,GEN_117,Psychology Lab 2,Friday,10:30:00,11:00:00,2
5,98,GEN_117,Psychology Lab 2,Monday,10:30:00,11:00:00,2
5,98,GEN_117,Psychology Lab 2,Saturday,10:30:00,11:00:00,2
5,98,GEN_117,Psychology Lab 2,Thursday,10:30:00,11:00:00,2
5,98,GEN_117,Psychology Lab 2,Tuesday,10:30:00,11:00:00,2
5,98,GEN_117,Psychology Lab 2,Wednesday,10:30:00,11:00:00,2
