Section ID,Block ID,Subject Code,Room Name,Day,Start Time,End Time,Semester
1,4,GEN_104,Room 115,Friday,8:30:00,9:00:00,1
1,4,GEN_104,Room 115,Monday,8:30:00,9:00:00,1
1,4,GEN_104,Room 115,Saturday,8:30:00,9:00:00,1
1,4,GEN_104,Room 115,Thursday,8:30:00,9:00:00,1
1,4,GEN_104,Room 115,Tuesday,8:30:00,9:00:00,1
1,4,GEN_104,Room 115,Wednesday,8:30:00,9:00:00,1
5,85,GEN_104,Room 105,Friday,8:30:00,9:00:00,1
5,85,GEN_104,Room 105,Monday,8:30:00,9:00:00,1
5,85,GEN_104,Room 105,Saturday,8:30:00,9:00:00,1
5,85,GEN_104,Room 105,Thursday,8:30:00,9:00:00,1
5,85,GEN_104,Room 105,Tuesday,8:30:00,9:00:00,1
5,85,GEN_104,Room 105,Wednesday,8:30:00,9:00:00,1
