Section ID,Block ID,Subject Code,Room Name,Day,Start Time,End Time,Semester
2,35,GEN_131,Room 106,Friday,8:30:00,9:00:00,2
2,35,GEN_131,Room 106,Monday,8:30:00,9:00:00,2
2,35,GEN_131,Room 106,Saturday,8:30:00,9:00:00,2
2,35,GEN_131,Room 106,Thursday,8:30:00,9:00:00,2
2,35,GEN_131,Room 106,Tuesday,8:30:00,9:00:00,2
2,35,GEN_131,Room 106,Wednesday,8:30:00,9:00:00,2
4,75,GEN_131,Room 113,Friday,8:30:00,9:00:00,2
4,75,GEN_131,Room 113,Monday,8:30:00,9:00:00,2
4,75,GEN_131,Room 113,Saturday,8:30:00,9:00:00,2
4,75,GEN_131,Room 113,Thursday,8:30:00,9:00:00,2
4,75,GEN_131,Room 113,Tuesday,8:30:00,9:00:00,2
4,75,GEN_131,Room 113,Wednesday,8:30:00,9:00:00,2
