Section ID,Block ID,Subject Code,Room Name,Day,Start Time,End Time,Semester
1,16,GEN_116,General Science Lab 3,Friday,11:00:00,11:30:00,2
1,16,GEN_116,General Science Lab 3,Monday,11:00:00,11:30:00,2
1,16,GEN_116,General Science Lab 3,Saturday,11:00:00,11:30:00,2
1,16,GEN_116,General Science Lab 3,Thursday,11:00:00,11:30:00,2
1,16,GEN_116,General Science Lab 3,Tuesday,11:00:00,11:30:00,2
1,16,GEN_116,General Science Lab 3,Wednesday,11:00:00,11:30:00,2
3,56,GEN_116,General Science Lab 5,Friday,10:30:00,11:00:00,2
3,56,GEN_116,General Science Lab 5,Monday,10:30:00,11:00:00,2
3,56,GEN_116,General Science Lab 5,Saturday,10:30:00,11:00:00,2
3,56,GEN_116,General Science Lab 5,Thursday,10:30:00,11:00:00,2
3,56,GEN_116,General Science Lab 5,Tuesday,10:30:00,11:00:00,2
3,56,GEN_116,General Science Lab 5,Wednesday,10:30:00,11:00:00,2
