Section ID,Block ID,Subject Code,Room Name,Day,Start Time,End Time,Semester
2,34,GEN_130,Room 103,Friday,8:00:00,8:30:00,2
2,34,GEN_130,Room 103,Monday,8:00:00,8:30:00,2
2,34,GEN_130,Room 103,Saturday,8:00:00,8:30:00,2
2,34,GEN_130,Room 103,Thursday,8:00:00,8:30:00,2
2,34,GEN_130,Room 103,Tuesday,8:00:00,8:30:00,2
2,34,GEN_130,Room 103,Wednesday,8:00:00,8:30:00,2
6,116,GEN_130,Room 122,Friday,8:00:00,8:30:00,2
6,116,GEN_130,Room 122,Monday,8:00:00,8:30:00,2
6,116,GEN_130,Room 122,Saturday,8:00:00,8:30:00,2
6,116,GEN_130,Room 122,Thursday,8:00:00,8:30:00,2
6,116,GEN_130,Room 122,Tuesday,8:00:00,8:30:00,2
6,116,GEN_130,Room 122,Wednesday,8:00:00,8:30:00,2
