Section ID,Block ID,Subject Code,Room Name,Day,Start Time,End Time,Semester
1,4,GEN_104,Room 120,Friday,14:00:00,14:30:00,1
1,4,GEN_104,Room 120,Monday,14:00:00,14:30:00,1
1,4,GEN_104,Room 120,Saturday,14:00:00,14:30:00,1
1,4,GEN_104,Room 120,Thursday,14:00:00,14:30:00,1
1,4,GEN_104,Room 120,Tuesday,14:00:00,14:30:00,1
1,4,GEN_104,Room 120,Wednesday,14:00:00,14:30:00,1
3,44,GEN_104,Room 105,Friday,14:00:00,14:30:00,1
3,44,GEN_104,Room 105,Monday,14:00:00,14:30:00,1
3,44,GEN_104,Room 105,Saturday,14:00:00,14:30:00,1
3,44,GEN_104,Room 105,Thursday,14:00:00,14:30:00,1
3,44,GEN_104,Room 105,Tuesday,14:00:00,14:30:00,1
3,44,GEN_104,Room 105,Wednesday,14:00:00,14:30:00,1
