Section ID,Block ID,Subject Code,Room Name,Day,Start Time,End Time,Semester
2,25,GEN_121,Room 130,Friday,10:00:00,10:30:00,1
2,25,GEN_121,Room 130,Monday,10:00:00,10:30:00,1
2,25,GEN_121,Room 130,Saturday,10:00:00,10:30:00,1
2,25,GEN_121,Room 130,Thursday,10:00:00,10:30:00,1
2,25,GEN_121,Room 130,Tuesday,10:00:00,10:30:00,1
2,25,GEN_121,Room 130,Wednesday,10:00:00,10:30:00,1
6,107,GEN_121,Room 115,Friday,10:30:00,11:00:00,1
6,107,GEN_121,Room 115,Monday,10:30:00,11:00:00,1
6,107,GEN_121,Room 115,Saturday,10:30:00,11:00:00,1
6,107,GEN_121,Room 115,Thursday,10:30:00,11:00:00,1
6,107,GEN_121,Room 115,Tuesday,10:30:00,11:00:00,1
6,107,GEN_121,Room 115,Wednesday,10:30:00,11:00:00,1
