Section ID,Block ID,Subject Code,Room Name,Day,Start Time,End Time,Semester
1,9,GEN_109,Room 105,Friday,11:30:00,12:00:00,1
1,9,GEN_109,Room 105,Monday,11:30:00,12:00:00,1
1,9,GEN_109,Room 105,Saturday,11:30:00,12:00:00,1
1,9,GEN_109,Room 105,Thursday,11:30:00,12:00:00,1
1,9,GEN_109,Room 105,Tuesday,11:30:00,12:00:00,1
1,9,GEN_109,Room 105,Wednesday,11:30:00,12:00:00,1
5,90,GEN_109,Room 118,Friday,11:30:00,12:00:00,1
5,90,GEN_109,Room 118,Monday,11:30:00,12:00:00,1
5,90,GEN_109,Room 118,Saturday,11:30:00,12:00:00,1
5,90,GEN_109,Room 118,Thursday,11:30:00,12:00:00,1
5,90,GEN_109,Room 118,Tuesday,11:30:00,12:00:00,1
5,90,GEN_109,Room 118,Wednesday,11:30:00,12:00:00,1
