Section ID,Block ID,Subject Code,Teacher Name,Room Name,Day,Start Time,End Time,Semester
1,3,GEN_103,Jose Garcia,Room 128,Friday,8:00:00,8:30:00,1
1,11,GEN_111,Gregory Delos Santos,Room 123,Friday,8:00:00,8:30:00,2
1,7,GEN_107,Daniel Garcia,Room 102,Friday,8:30:00,9:00:00,1
1,12,GEN_112,Angela Morales,Room 101,Friday,8:30:00,9:00:00,2
1,8,GEN_108,Mark Reyes,Computer Lab 3,Friday,9:00:00,9:30:00,1
1,13,GEN_113,Angela Navarro,Speech Lab 1,Friday,9:00:00,9:30:00,2
1,9,GEN_109,Lorena Mendoza,Room 129,Friday,10:00:00,10:30:00,1
1,14,GEN_114,Marites Santos,Room 125,Friday,10:00:00,10:30:00,2
1,10,GEN_110,Emilio Tan,Engineering Lab 1,Friday,10:30:00,11:00:00,1
1,15,GEN_115,Ana Dela Cruz,Room 120,Friday,10:30:00,11:00:00,2
1,16,GEN_116,Joseph Santos,General Science Lab 3,Friday,11:00:00,11:30:00,2
1,20,ABM_101,Maria Santos,Room 109,Friday,11:00:00,11:30:00,1
1,17,GEN_117,Michelle Reyes,Psychology Lab 2,Friday,11:30:00,12:00:00,2
1,21,ABM_102,Luz Fernandez,Room 124,Friday,11:30:00,12:00:00,1
1,1,GEN_101,Gregory Delos Santos,Room 108,Friday,13:00:00,13:30:00,1
1,18,GEN_118,Nathan Cruz,Room 122,Friday,13:00:00,13:30:00,2
1,19,GEN_119,Carlos Torres,Speech Lab 2,Friday,13:30:00,14:00:00,2
1,4,GEN_104,Carlos Dela Cruz,Room 120,Friday,14:00:00,14:30:00,1
1,22,ABM_103,Carla Reyes,Room 102,Friday,14:00:00,14:30:00,2
1,23,ABM_104,Eduardo Lopez,Room 130,Friday,14:30:00,15:00:00,2
1,7,GEN_107,Daniel Garcia,Room 102,Monday,8:00:00,8:30:00,1
1,11,GEN_111,Gregory Delos Santos,Room 123,Monday,8:00:00,8:30:00,2
1,8,GEN_108,Mark Reyes,Computer Lab 3,Monday,8:30:00,9:00:00,1
1,12,GEN_112,Angela Morales,Room 101,Monday,8:30:00,9:00:00,2
1,9,GEN_109,Lorena Mendoza,Room 129,Monday,9:00:00,9:30:00,1
1,13,GEN_113,Angela Navarro,Speech Lab 1,Monday,9:00:00,9:30:00,2
1,10,GEN_110,Emilio Tan,Engineering Lab 1,Monday,10:00:00,10:30:00,1
1,14,GEN_114,Marites Santos,Room 125,Monday,10:00:00,10:30:00,2
1,15,GEN_115,Ana Dela Cruz,Room 120,Monday,10:30:00,11:00:00,2
