Section ID,Block ID,Subject Code,Teacher Name,Day,Start Time,End Time,Semester
1,1,GEN_101,Gregory Delos Santos,Friday,13:00:00,13:30:00,1
1,1,GEN_101,Gregory Delos Santos,Monday,13:00:00,13:30:00,1
1,1,GEN_101,Gregory Delos Santos,Saturday,13:00:00,13:30:00,1
1,1,GEN_101,Gregory Delos Santos,Thursday,13:00:00,13:30:00,1
1,1,GEN_101,Gregory Delos Santos,Tuesday,13:00:00,13:30:00,1
1,1,GEN_101,Gregory Delos Santos,Wednesday,13:00:00,13:30:00,1
3,54,GEN_114,Marites Santos,Friday,9:00:00,9:30:00,2
3,61,HUMSS_102,Beatrice Castillo,Friday,11:00:00,11:30:00,1
3,54,GEN_114,Marites Santos,Monday,9:00:00,9:30:00,2
3,61,HUMSS_102,Beatrice Castillo,Monday,10:30:00,11:00:00,1
3,54,GEN_114,Marites Santos,Saturday,9:00:00,9:30:00,2
3,61,HUMSS_102,Beatrice Castillo,Saturday,10:30:00,11:00:00,1
3,54,GEN_114,Marites Santos,Thursday,9:00:00,9:30:00,2
3,61,HUMSS_102,Beatrice Castillo,Thursday,11:00:00,11:30:00,1
3,54,GEN_114,Marites Santos,Tuesday,9:00:00,9:30:00,2
3,61,HUMSS_102,Beatrice Castillo,Tuesday,11:00:00,11:30:00,1
3,54,GEN_114,Marites Santos,Wednesday,9:00:00,9:30:00,2
3,61,HUMSS_102,Beatrice Castillo,Wednesday,11:00:00,11:30:00,1
