Section ID,Block ID,Subject Code,Teacher Name,Day,Start Time,End Time,Semester
1,18,GEN_118,Nathan Cruz,Friday,13:00:00,13:30:00,2
1,18,GEN_118,Nathan Cruz,Monday,13:00:00,13:30:00,2
1,18,GEN_118,Nathan Cruz,Saturday,13:00:00,13:30:00,2
1,18,GEN_118,Nathan Cruz,Thursday,13:00:00,13:30:00,2
1,18,GEN_118,Nathan Cruz,Tuesday,13:00:00,13:30:00,2
1,18,GEN_118,Nathan Cruz,Wednesday,13:00:00,13:30:00,2
2,29,GEN_125,Sister Maria Reyes,Friday,13:00:00,13:30:00,1
2,29,GEN_125,Sister Maria Reyes,Monday,13:00:00,13:30:00,1
2,29,GEN_125,Sister Maria Reyes,Saturday,13:00:00,13:30:00,1
2,29,GEN_125,Sister Maria Reyes,Thursday,13:00:00,13:30:00,1
2,29,GEN_125,Sister Maria Reyes,Tuesday,13:00:00,13:30:00,1
2,29,GEN_125,Sister Maria Reyes,Wednesday,13:00:00,13:30:00,1
6,106,GEN_120,Andrea Santos,Friday,10:00:00,10:30:00,1
6,106,GEN_120,Andrea Santos,Monday,10:00:00,10:30:00,1
6,106,GEN_120,Andrea Santos,Saturday,10:00:00,10:30:00,1
6,106,GEN_120,Andrea Santos,Thursday,10:00:00,10:30:00,1
6,106,GEN_120,Andrea Santos,Tuesday,10:00:00,10:30:00,1
6,106,GEN_120,Andrea Santos,Wednesday,10:00:00,10:30:00,1
