Section ID,Block ID,Subject Code,Teacher Name,Day,Start Time,End Time,Semester
2,30,GEN_126,Christian Mendoza,Friday,13:30:00,14:00:00,1
2,30,GEN_126,Christian Mendoza,Monday,13:30:00,14:00:00,1
2,30,GEN_126,Christian Mendoza,Saturday,13:30:00,14:00:00,1
2,30,GEN_126,Christian Mendoza,Thursday,13:30:00,14:00:00,1
2,30,GEN_126,Christian Mendoza,Tuesday,13:30:00,14:00:00,1
2,30,GEN_126,Christian Mendoza,Wednesday,13:30:00,14:00:00,1
3,58,GEN_118,Jonathan Tan,Friday,11:30:00,12:00:00,2
3,58,GEN_118,Jonathan Tan,Monday,11:30:00,12:00:00,2
3,58,GEN_118,Jonathan Tan,Saturday,11:30:00,12:00:00,2
3,58,GEN_118,Jonathan Tan,Thursday,11:30:00,12:00:00,2
3,58,GEN_118,Jonathan Tan,Tuesday,11:30:00,12:00:00,2
3,58,GEN_118,Jonathan Tan,Wednesday,11:30:00,12:00:00,2
5,85,GEN_104,Vincent Lim,Friday,14:00:00,14:30:00,1
5,85,GEN_104,Vincent Lim,Monday,14:00:00,14:30:00,1
5,85,GEN_104,Vincent Lim,Saturday,14:00:00,14:30:00,1
5,85,GEN_104,Vincent Lim,Thursday,14:00:00,14:30:00,1
5,85,GEN_104,Vincent Lim,Tuesday,14:00:00,14:30:00,1
5,85,GEN_104,Vincent Lim,Wednesday,14:00:00,14:30:00,1
6,114,GEN_128,Angela Gutierrez,Friday,10:00:00,10:30:00,2
6,118,GEN_132,Cynthia Lopez,Friday,13:00:00,13:30:00,2
6,114,GEN_128,Angela Gutierrez,Monday,10:00:00,10:30:00,2
6,118,GEN_132,Cynthia Lopez,Monday,13:00:00,13:30:00,2
6,114,GEN_128,Angela Gutierrez,Saturday,10:00:00,10:30:00,2
6,118,GEN_132,Cynthia Lopez,Saturday,13:00:00,13:30:00,2
6,114,GEN_128,Angela Gutierrez,Thursday,10:00:00,10:30:00,2
6,118,GEN_132,Cynthia Lopez,Thursday,13:00:00,13:30:00,2
6,114,GEN_128,Angela Gutierrez,Tuesday,10:00:00,10:30:00,2
6,118,GEN_132,Cynthia Lopez,Tuesday,13:00:00,13:30:00,2
6,114,GEN_128,Angela Gutierrez,Wednesday,10:00:00,10:30:00,2
6,118,GEN_132,Cynthia Lopez,Wednesday,13:00:00,13:30:00,2
