Section ID,Block ID,Subject Code,Teacher Name,Day,Start Time,End Time,Semester
2,26,GEN_122,Daniel Torres,Friday,10:30:00,11:00:00,1
2,26,GEN_122,Daniel Torres,Monday,10:30:00,11:00:00,1
2,26,GEN_122,Daniel Torres,Saturday,10:30:00,11:00:00,1
2,26,GEN_122,Daniel Torres,Thursday,10:30:00,11:00:00,1
2,26,GEN_122,Daniel Torres,Tuesday,10:30:00,11:00:00,1
2,26,GEN_122,Daniel Torres,Wednesday,10:30:00,11:00:00,1
5,95,GEN_114,Marites Santos,Friday,10:30:00,11:00:00,2
5,95,GEN_114,Marites Santos,Monday,10:30:00,11:00:00,2
5,95,GEN_114,Marites Santos,Saturday,10:30:00,11:00:00,2
5,95,GEN_114,Marites Santos,Thursday,10:30:00,11:00:00,2
5,95,GEN_114,Marites Santos,Tuesday,10:30:00,11:00:00,2
5,95,GEN_114,Marites Santos,Wednesday,10:30:00,11:00:00,2
