Section ID,Block ID,Subject Code,Teacher Name,Day,Start Time,End Time,Semester
2,27,GEN_123,Maria Reyes,Friday,11:00:00,11:30:00,1
2,27,GEN_123,Maria Reyes,Monday,11:00:00,11:30:00,1
2,27,GEN_123,Maria Reyes,Saturday,11:00:00,11:30:00,1
2,27,GEN_123,Maria Reyes,Thursday,11:00:00,11:30:00,1
2,27,GEN_123,Maria Reyes,Tuesday,11:00:00,11:30:00,1
2,27,GEN_123,Maria Reyes,Wednesday,11:00:00,11:30:00,1
4,80,HUMSS_108,Jessica Rivera,Friday,14:00:00,14:30:00,2
4,80,HUMSS_108,Jessica Rivera,Monday,14:00:00,14:30:00,2
4,80,HUMSS_108,Jessica Rivera,Saturday,14:00:00,14:30:00,2
4,80,HUMSS_108,Jessica Rivera,Thursday,14:00:00,14:30:00,2
4,80,HUMSS_108,Jessica Rivera,Tuesday,14:00:00,14:30:00,2
4,80,HUMSS_108,Jessica Rivera,Wednesday,14:00:00,14:30:00,2
5,103,STEM_103,Elena Reyes,Friday,14:30:00,15:00:00,2
5,103,STEM_103,Elena Reyes,Monday,14:30:00,15:00:00,2
5,103,STEM_103,Elena Reyes,Saturday,14:30:00,15:00:00,2
5,103,STEM_103,Elena Reyes,Thursday,14:30:00,15:00:00,2
5,103,STEM_103,Elena Reyes,Tuesday,14:30:00,15:00:00,2
5,103,STEM_103,Elena Reyes,Wednesday,14:30:00,15:00:00,2
6,111,GEN_125,Teresa Reyes,Friday,13:30:00,14:00:00,1
6,111,GEN_125,Teresa Reyes,Monday,13:30:00,14:00:00,1
6,111,GEN_125,Teresa Reyes,Saturday,13:30:00,14:00:00,1
6,111,GEN_125,Teresa Reyes,Thursday,13:30:00,14:00:00,1
6,111,GEN_125,Teresa Reyes,Tuesday,13:30:00,14:00:00,1
6,111,GEN_125,Teresa Reyes,Wednesday,13:30:00,14:00:00,1
