Section ID,Block ID,Subject Code,Teacher Name,Day,Start Time,End Time,Semester
2,30,GEN_126,Samuel Castro,Friday,10:30:00,11:00:00,1
2,40,ABM_108,Maria Santos,Friday,10:30:00,11:00:00,2
2,30,GEN_126,Samuel Castro,Monday,10:30:00,11:00:00,1
2,40,ABM_108,Maria Santos,Monday,10:30:00,11:00:00,2
2,30,GEN_126,Samuel Castro,Saturday,10:30:00,11:00:00,1
2,40,ABM_108,Maria Santos,Saturday,10:30:00,11:00:00,2
2,30,GEN_126,Samuel Castro,Thursday,10:30:00,11:00:00,1
2,40,ABM_108,Maria Santos,Thursday,10:30:00,11:00:00,2
2,30,GEN_126,Samuel Castro,Tuesday,10:30:00,11:00:00,1
2,40,ABM_108,Maria Santos,Tuesday,10:30:00,11:00:00,2
2,30,GEN_126,Samuel Castro,Wednesday,10:30:00,11:00:00,1
2,40,ABM_108,Maria Santos,Wednesday,10:30:00,11:00:00,2
3,51,GEN_111,Gregory Delos Santos,Friday,7:00:00,7:30:00,2
3,47,GEN_107,Daniel Garcia,Friday,10:30:00,11:00:00,1
3,51,GEN_111,Gregory Delos Santos,Monday,7:00:00,7:30:00,2
3,47,GEN_107,Daniel Garcia,Monday,10:30:00,11:00:00,1
3,51,GEN_111,Gregory Delos Santos,Saturday,7:00:00,7:30:00,2
3,47,GEN_107,Daniel Garcia,Saturday,10:30:00,11:00:00,1
3,51,GEN_111,Gregory Delos Santos,Thursday,7:00:00,7:30:00,2
3,47,GEN_107,Daniel Garcia,Thursday,10:30:00,11:00:00,1
3,51,GEN_111,Gregory Delos Santos,Tuesday,7:00:00,7:30:00,2
3,47,GEN_107,Daniel Garcia,Tuesday,10:30:00,11:00:00,1
3,51,GEN_111,Gregory Delos Santos,Wednesday,7:00:00,7:30:00,2
3,47,GEN_107,Daniel Garcia,Wednesday,10:30:00,11:00:00,1
