Section ID,Block ID,Subject Code,Teacher Name,Day,Start Time,End Time,Semester
1,21,ABM_102,Luz Fernandez,Friday,11:30:00,12:00:00,1
1,21,ABM_102,Luz Fernandez,Monday,11:00:00,11:30:00,1
1,21,ABM_102,Luz Fernandez,Saturday,11:00:00,11:30:00,1
1,21,ABM_102,Luz Fernandez,Thursday,11:30:00,12:00:00,1
1,21,ABM_102,Luz Fernandez,Tuesday,11:30:00,12:00:00,1
1,21,ABM_102,Luz Fernandez,Wednesday,11:30:00,12:00:00,1
4,76,GEN_132,Camille Reyes,Friday,13:00:00,13:30:00,2
4,69,GEN_125,Teresa Reyes,Friday,13:30:00,14:00:00,1
4,77,HUMSS_105,Ricardo Manalo,Friday,15:00:00,15:30:00,1
4,76,GEN_132,Camille Reyes,Monday,13:00:00,13:30:00,2
4,69,GEN_125,Teresa Reyes,Monday,13:30:00,14:00:00,1
4,77,HUMSS_105,Ricardo Manalo,Monday,15:00:00,15:30:00,1
4,76,GEN_132,Camille Reyes,Saturday,13:00:00,13:30:00,2
4,69,GEN_125,Teresa Reyes,Saturday,13:30:00,14:00:00,1
4,77,HUMSS_105,Ricardo Manalo,Saturday,15:00:00,15:30:00,1
4,76,GEN_132,Camille Reyes,Thursday,13:00:00,13:30:00,2
4,69,GEN_125,Teresa Reyes,Thursday,13:30:00,14:00:00,1
4,77,HUMSS_105,Ricardo Manalo,Thursday,15:00:00,15:30:00,1
4,76,GEN_132,Camille Reyes,Tuesday,13:00:00,13:30:00,2
4,69,GEN_125,Teresa Reyes,Tuesday,13:30:00,14:00:00,1
4,77,HUMSS_105,Ricardo Manalo,Tuesday,15:00:00,15:30:00,1
4,76,GEN_132,Camille Reyes,Wednesday,13:00:00,13:30:00,2
4,69,GEN_125,Teresa Reyes,Wednesday,13:30:00,14:00:00,1
4,77,HUMSS_105,Ricardo Manalo,Wednesday,15:00:00,15:30:00,1
5,101,STEM_101,Elaine Mendoza,Friday,11:30:00,12:00:00,1
5,101,STEM_101,Elaine Mendoza,Monday,11:00:00,11:30:00,1
5,101,STEM_101,Elaine Mendoza,Saturday,11:00:00,11:30:00,1
5,101,STEM_101,Elaine Mendoza,Thursday,11:30:00,12:00:00,1
5,101,STEM_101,Elaine Mendoza,Tuesday,11:30:00,12:00:00,1
5,101,STEM_101,Elaine Mendoza,Wednesday,11:30:00,12:00:00,1
