Section ID,Block ID,Subject Code,Teacher Name,Day,Start Time,End Time,Semester
1,22,ABM_103,Carla Reyes,Friday,13:00:00,13:30:00,2
1,22,ABM_103,Carla Reyes,Monday,13:00:00,13:30:00,2
1,22,ABM_103,Carla Reyes,Saturday,13:00:00,13:30:00,2
1,22,ABM_103,Carla Reyes,Thursday,13:00:00,13:30:00,2
1,22,ABM_103,Carla Reyes,Tuesday,13:00:00,13:30:00,2
1,22,ABM_103,Carla Reyes,Wednesday,13:00:00,13:30:00,2
3,60,HUMSS_101,Juan Cruz,Friday,13:30:00,14:00:00,1
3,60,HUMSS_101,Juan Cruz,Monday,13:30:00,14:00:00,1
3,60,HUMSS_101,Juan Cruz,Saturday,13:30:00,14:00:00,1
3,60,HUMSS_101,Juan Cruz,Thursday,13:30:00,14:00:00,1
3,60,HUMSS_101,Juan Cruz,Tuesday,13:30:00,14:00:00,1
3,60,HUMSS_101,Juan Cruz,Wednesday,13:30:00,14:00:00,1
5,82,GEN_101,Mark Villanueva,Friday,7:00:00,7:30:00,1
5,82,GEN_101,Mark Villanueva,Monday,7:00:00,7:30:00,1
5,82,GEN_101,Mark Villanueva,Saturday,7:00:00,7:30:00,1
5,82,GEN_101,Mark Villanueva,Thursday,7:00:00,7:30:00,1
5,82,GEN_101,Mark Villanueva,Tuesday,7:00:00,7:30:00,1
5,82,GEN_101,Mark Villanueva,Wednesday,7:00:00,7:30:00,1
6,107,GEN_121,Melissa Navarro,Friday,7:30:00,8:00:00,1
6,107,GEN_121,Melissa Navarro,Monday,7:30:00,8:00:00,1
6,107,GEN_121,Melissa Navarro,Saturday,7:30:00,8:00:00,1
6,107,GEN_121,Melissa Navarro,Thursday,7:30:00,8:00:00,1
6,107,GEN_121,Melissa Navarro,Tuesday,7:30:00,8:00:00,1
6,107,GEN_121,Melissa Navarro,Wednesday,7:30:00,8:00:00,1
