Section ID,Block ID,Subject Code,Teacher Name,Day,Start Time,End Time,Semester
1,3,GEN_103,Jose Garcia,Friday,8:00:00,8:30:00,1
1,3,GEN_103,Jose Garcia,Monday,8:00:00,8:30:00,1
1,3,GEN_103,Jose Garcia,Saturday,8:00:00,8:30:00,1
1,3,GEN_103,Jose Garcia,Thursday,8:00:00,8:30:00,1
1,3,GEN_103,Jose Garcia,Tuesday,8:00:00,8:30:00,1
1,3,GEN_103,Jose Garcia,Wednesday,8:00:00,8:30:00,1
2,32,GEN_128,Elena Ramos,Friday,7:00:00,7:30:00,2
2,32,GEN_128,Elena Ramos,Monday,7:00:00,7:30:00,2
2,32,GEN_128,Elena Ramos,Saturday,7:00:00,7:30:00,2
2,32,GEN_128,Elena Ramos,Thursday,7:00:00,7:30:00,2
2,32,GEN_128,Elena Ramos,Tuesday,7:00:00,7:30:00,2
2,32,GEN_128,Elena Ramos,Wednesday,7:00:00,7:30:00,2
