Section ID,Block ID,Subject Code,Teacher Name,Day,Start Time,End Time,Semester
2,38,ABM_106,Beatrice Santos,Friday,15:00:00,15:30:00,1
2,38,ABM_106,Beatrice Santos,Monday,15:00:00,15:30:00,1
2,38,ABM_106,Beatrice Santos,Saturday,15:00:00,15:30:00,1
2,38,ABM_106,Beatrice Santos,Thursday,15:00:00,15:30:00,1
2,38,ABM_106,Beatrice Santos,Tuesday,15:00:00,15:30:00,1
2,38,ABM_106,Beatrice Santos,Wednesday,15:00:00,15:30:00,1
3,44,GEN_104,Carlos Dela Cruz,Friday,14:00:00,14:30:00,1
3,44,GEN_104,Carlos Dela Cruz,Monday,14:00:00,14:30:00,1
3,44,GEN_104,Carlos Dela Cruz,Saturday,14:00:00,14:30:00,1
3,44,GEN_104,Carlos Dela Cruz,Thursday,14:00:00,14:30:00,1
3,44,GEN_104,Carlos Dela Cruz,Tuesday,14:00:00,14:30:00,1
3,44,GEN_104,Carlos Dela Cruz,Wednesday,14:00:00,14:30:00,1
4,67,GEN_123,Maria Reyes,Friday,11:30:00,12:00:00,1
4,67,GEN_123,Maria Reyes,Monday,11:30:00,12:00:00,1
4,67,GEN_123,Maria Reyes,Saturday,11:30:00,12:00:00,1
4,67,GEN_123,Maria Reyes,Thursday,11:30:00,12:00:00,1
4,67,GEN_123,Maria Reyes,Tuesday,11:30:00,12:00:00,1
4,67,GEN_123,Maria Reyes,Wednesday,11:30:00,12:00:00,1
