Section ID,Block ID,Subject Code,Teacher Name,Day,Start Time,End Time,Semester
1,23,ABM_104,Eduardo Lopez,Friday,14:30:00,15:00:00,2
1,23,ABM_104,Eduardo Lopez,Monday,14:30:00,15:00:00,2
1,23,ABM_104,Eduardo Lopez,Saturday,14:30:00,15:00:00,2
1,23,ABM_104,Eduardo Lopez,Thursday,14:30:00,15:00:00,2
1,23,ABM_104,Eduardo Lopez,Tuesday,14:30:00,15:00:00,2
1,23,ABM_104,Eduardo Lopez,Wednesday,14:30:00,15:00:00,2
2,25,GEN_121,Michael Cruz,Friday,10:00:00,10:30:00,1
2,25,GEN_121,Michael Cruz,Monday,10:00:00,10:30:00,1
2,25,GEN_121,Michael Cruz,Saturday,10:00:00,10:30:00,1
2,25,GEN_121,Michael Cruz,Thursday,10:00:00,10:30:00,1
2,25,GEN_121,Michael Cruz,Tuesday,10:00:00,10:30:00,1
2,25,GEN_121,Michael Cruz,Wednesday,10:00:00,10:30:00,1
3,52,GEN_112,Carlos Martinez,Friday,8:00:00,8:30:00,2
3,52,GEN_112,Carlos Martinez,Monday,8:00:00,8:30:00,2
3,52,GEN_112,Carlos Martinez,Saturday,8:00:00,8:30:00,2
3,52,GEN_112,Carlos Martinez,Thursday,8:00:00,8:30:00,2
3,52,GEN_112,Carlos Martinez,Tuesday,8:00:00,8:30:00,2
3,52,GEN_112,Carlos Martinez,Wednesday,8:00:00,8:30:00,2
3,46,GEN_106,Sofia Mendoza,Wednesday,10:00:00,10:30:00,1
4,75,GEN_131,Jocelyn Rivera,Friday,11:30:00,12:00:00,2
4,75,GEN_131,Jocelyn Rivera,Monday,11:30:00,12:00:00,2
4,75,GEN_131,Jocelyn Rivera,Saturday,11:30:00,12:00:00,2
4,75,GEN_131,Jocelyn Rivera,Thursday,11:30:00,12:00:00,2
4,75,GEN_131,Jocelyn Rivera,Tuesday,11:30:00,12:00:00,2
4,75,GEN_131,Jocelyn Rivera,Wednesday,11:30:00,12:00:00,2
