Section ID,Block ID,Subject Code,Teacher Name,Day,Start Time,End Time,Semester
1,12,GEN_112,Angela Morales,Friday,8:30:00,9:00:00,2
1,12,GEN_112,Angela Morales,Monday,8:30:00,9:00:00,2
1,12,GEN_112,Angela Morales,Saturday,8:30:00,9:00:00,2
1,12,GEN_112,Angela Morales,Thursday,8:30:00,9:00:00,2
1,12,GEN_112,Angela Morales,Tuesday,8:30:00,9:00:00,2
1,12,GEN_112,Angela Morales,Wednesday,8:30:00,9:00:00,2
3,49,GEN_109,Marco Castillo,Friday,9:00:00,9:30:00,1
3,49,GEN_109,Marco Castillo,Monday,8:30:00,9:00:00,1
3,49,GEN_109,Marco Castillo,Saturday,8:30:00,9:00:00,1
3,49,GEN_109,Marco Castillo,Thursday,9:00:00,9:30:00,1
3,49,GEN_109,Marco Castillo,Tuesday,8:30:00,9:00:00,1
3,49,GEN_109,Marco Castillo,Wednesday,8:30:00,9:00:00,1
5,90,GEN_109,Marco Castillo,Friday,10:30:00,11:00:00,1
5,90,GEN_109,Marco Castillo,Monday,10:00:00,10:30:00,1
5,90,GEN_109,Marco Castillo,Saturday,10:00:00,10:30:00,1
5,90,GEN_109,Marco Castillo,Thursday,10:30:00,11:00:00,1
5,90,GEN_109,Marco Castillo,Tuesday,10:00:00,10:30:00,1
5,90,GEN_109,Marco Castillo,Wednesday,10:30:00,11:00:00,1
